,loss,accuracy,val_loss,val_accuracy
0,0.3452390730381012,0.9126637578010559,0.29516589641571045,0.9126637578010559
1,0.2946813702583313,0.9126637578010559,0.29435235261917114,0.9126637578010559
2,0.2938523292541504,0.9126637578010559,0.2917911410331726,0.9126637578010559
3,0.2918921709060669,0.9126637578010559,0.2902829051017761,0.9126637578010559
4,0.29075852036476135,0.9126637578010559,0.29074960947036743,0.9126637578010559
5,0.2887907028198242,0.9126637578010559,0.2881520688533783,0.9126637578010559
6,0.289181113243103,0.9126637578010559,0.28720057010650635,0.9126637578010559
7,0.2883213460445404,0.9126637578010559,0.28671637177467346,0.9126637578010559
8,0.2874179184436798,0.9126637578010559,0.28589490056037903,0.9126637578010559
9,0.2871800363063812,0.9126637578010559,0.2852826714515686,0.9126637578010559
10,0.2853616178035736,0.9126637578010559,0.2856205701828003,0.9126637578010559
11,0.28563639521598816,0.9126637578010559,0.28423330187797546,0.9126637578010559
12,0.2848874032497406,0.9126637578010559,0.2839593291282654,0.9126637578010559
13,0.28433600068092346,0.9126637578010559,0.2833537757396698,0.9126637578010559
14,0.28394952416419983,0.9126637578010559,0.2824440002441406,0.9126637578010559
15,0.2823033034801483,0.9126637578010559,0.2828758955001831,0.9126637578010559
16,0.2835334241390228,0.9126637578010559,0.28108182549476624,0.9126637578010559
17,0.2812137007713318,0.9126637578010559,0.28096508979797363,0.9126637578010559
18,0.28234708309173584,0.9126637578010559,0.28052443265914917,0.9126637578010559
19,0.2806629240512848,0.9126637578010559,0.27912768721580505,0.9126637578010559
20,0.2805965542793274,0.9126637578010559,0.2797267735004425,0.9126637578010559
21,0.28004634380340576,0.9126637578010559,0.27927449345588684,0.9126637578010559
22,0.2796424925327301,0.9126637578010559,0.28020179271698,0.9126637578010559
23,0.27781805396080017,0.9126637578010559,0.2785170078277588,0.9126637578010559
24,0.2784412205219269,0.9126637578010559,0.2765130400657654,0.9126637578010559
25,0.27620744705200195,0.9126637578010559,0.2763140797615051,0.9126637578010559
26,0.2760539948940277,0.9126637578010559,0.2758829891681671,0.9126637578010559
27,0.2759663760662079,0.9129756689071655,0.27380821108818054,0.9132875800132751
28,0.2749289274215698,0.9139114022254944,0.2744681239128113,0.914223313331604
29,0.27355632185935974,0.9145352244377136,0.27453672885894775,0.914223313331604
30,0.2729897201061249,0.9145352244377136,0.27489420771598816,0.9154710173606873
31,0.2732776701450348,0.9151591062545776,0.2732326090335846,0.914223313331604
32,0.27367639541625977,0.9154710173606873,0.27256667613983154,0.9154710173606873
33,0.2710883915424347,0.9154710173606873,0.2704765200614929,0.9154710173606873
34,0.27241331338882446,0.9157829284667969,0.2693582773208618,0.9157829284667969
35,0.2714952528476715,0.9151591062545776,0.268588662147522,0.9154710173606873
36,0.2710329294204712,0.9154710173606873,0.2708866000175476,0.9139114022254944
37,0.27023550868034363,0.9145352244377136,0.2720203399658203,0.9104803204536438
38,0.27213791012763977,0.9132875800132751,0.26946744322776794,0.9151591062545776
39,0.26885494589805603,0.914223313331604,0.27214252948760986,0.9151591062545776
40,0.27190127968788147,0.9148471355438232,0.26780614256858826,0.9151591062545776
41,0.2698994278907776,0.914223313331604,0.26825734972953796,0.9154710173606873
